area,item,element,year,unit,value
Mexico,Cattle,Export Quantity,2007,Head,1089285
Mexico,Cattle,Export Quantity,2008,Head,737662
Mexico,Cattle,Export Quantity,2009,Head,980150
Mexico,Cattle,Export Quantity,2010,Head,1261315
Mexico,Cattle,Export Quantity,2011,Head,1898833
Mexico,Cattle,Export Quantity,2012,Head,1538602
Mexico,Cattle,Export Quantity,2013,Head,1045179
Mexico,Cattle,Export Value,1972,1000 US$,116714
Mexico,Cattle,Export Value,1978,1000 US$,167292
Mexico,Cattle,Export Value,1979,1000 US$,120032
Mexico,Cattle,Export Value,1982,1000 US$,127225
Mexico,Cattle,Export Value,1983,1000 US$,117468
Mexico,Cattle,Export Value,1984,1000 US$,112315
Mexico,Cattle,Export Value,1985,1000 US$,143295
Mexico,Cattle,Export Value,1986,1000 US$,264779
Mexico,Cattle,Export Value,1987,1000 US$,192226
Mexico,Cattle,Export Value,1988,1000 US$,203354
Mexico,Cattle,Export Value,1989,1000 US$,211108
Mexico,Cattle,Export Value,1990,1000 US$,353530
Mexico,Cattle,Export Value,1991,1000 US$,358307
Mexico,Cattle,Export Value,1992,1000 US$,329738
Mexico,Cattle,Export Value,1993,1000 US$,448255
Mexico,Cattle,Export Value,1994,1000 US$,361657
Mexico,Cattle,Export Value,1995,1000 US$,536180
Mexico,Cattle,Export Value,1996,1000 US$,127539
Mexico,Cattle,Export Value,1997,1000 US$,198297
Mexico,Cattle,Export Value,1998,1000 US$,209883
Mexico,Cattle,Export Value,1999,1000 US$,290679
Mexico,Cattle,Export Value,2000,1000 US$,404303
Mexico,Cattle,Export Value,2001,1000 US$,414967
Mexico,Cattle,Export Value,2002,1000 US$,363784
Mexico,Cattle,Export Value,2003,1000 US$,471388
Mexico,Cattle,Export Value,2004,1000 US$,546164
Mexico,Cattle,Export Value,2005,1000 US$,522402
Mexico,Cattle,Export Value,2006,1000 US$,666573
Mexico,Cattle,Export Value,2007,1000 US$,480117
Mexico,Cattle,Export Value,2008,1000 US$,311917
Mexico,Cattle,Export Value,2009,1000 US$,395910
Mexico,Cattle,Export Value,2010,1000 US$,537951
Mexico,Cattle,Export Value,2011,1000 US$,827842
Mexico,Cattle,Export Value,2012,1000 US$,749502
Mexico,Cattle,Export Value,2013,1000 US$,528041
Mongolia,Cattle,Export Quantity,1961,Head,127800
Mongolia,Cattle,Export Quantity,1962,Head,116200
Mongolia,Cattle,Export Quantity,1966,Head,103000
Mongolia,Cattle,Export Quantity,1967,Head,105900
Myanmar,Cattle,Export Quantity,1999,Head,110000
Myanmar,Cattle,Export Quantity,2000,Head,111000
Myanmar,Cattle,Export Quantity,2001,Head,150000
Myanmar,Cattle,Export Quantity,2002,Head,113106
Myanmar,Cattle,Export Quantity,2004,Head,131337
Myanmar,Cattle,Export Quantity,2013,Head,203600
Namibia,Cattle,Export Quantity,1961,Head,232845
Namibia,Cattle,Export Quantity,1962,Head,170121
Namibia,Cattle,Export Quantity,1963,Head,263013
Namibia,Cattle,Export Quantity,1964,Head,255969
Namibia,Cattle,Export Quantity,1965,Head,246576
Namibia,Cattle,Export Quantity,1966,Head,176700
Namibia,Cattle,Export Quantity,1967,Head,239000
Namibia,Cattle,Export Quantity,1968,Head,259000
Namibia,Cattle,Export Quantity,1969,Head,241000
Namibia,Cattle,Export Quantity,1970,Head,306000
Namibia,Cattle,Export Quantity,1971,Head,353000
Namibia,Cattle,Export Quantity,1972,Head,430000
Namibia,Cattle,Export Quantity,1973,Head,450000
Namibia,Cattle,Export Quantity,1974,Head,460000
Namibia,Cattle,Export Quantity,1975,Head,249792
Namibia,Cattle,Export Quantity,1976,Head,260869
Namibia,Cattle,Export Quantity,1977,Head,199757
Namibia,Cattle,Export Quantity,1978,Head,239994
Namibia,Cattle,Export Quantity,1979,Head,228857
Namibia,Cattle,Export Quantity,1980,Head,236435
Namibia,Cattle,Export Quantity,1981,Head,330642
Namibia,Cattle,Export Quantity,1982,Head,184954
Namibia,Cattle,Export Quantity,1983,Head,114258
Namibia,Cattle,Export Quantity,1984,Head,112501
Namibia,Cattle,Export Quantity,1985,Head,137375
Namibia,Cattle,Export Quantity,1986,Head,142178
Namibia,Cattle,Export Quantity,1987,Head,184153
Namibia,Cattle,Export Quantity,1988,Head,160077
Namibia,Cattle,Export Quantity,1989,Head,163067
Namibia,Cattle,Export Quantity,1990,Head,144582
Namibia,Cattle,Export Quantity,1991,Head,135367
Namibia,Cattle,Export Quantity,1992,Head,157071
Namibia,Cattle,Export Quantity,1993,Head,179648
Namibia,Cattle,Export Quantity,1994,Head,190660
Namibia,Cattle,Export Quantity,1995,Head,198773
Namibia,Cattle,Export Quantity,1996,Head,279127
Namibia,Cattle,Export Quantity,1998,Head,165062
Namibia,Cattle,Export Quantity,1999,Head,152416
Namibia,Cattle,Export Quantity,2004,Head,106456
Namibia,Cattle,Export Quantity,2005,Head,180020
Namibia,Cattle,Export Quantity,2006,Head,151974
Namibia,Cattle,Export Quantity,2007,Head,152506
Namibia,Cattle,Export Quantity,2009,Head,100000
Namibia,Cattle,Export Quantity,2012,Head,132553
Namibia,Cattle,Export Quantity,2013,Head,187510
Namibia,Cattle,Export Value,1963,1000 US$,105000
Namibia,Cattle,Export Value,1964,1000 US$,102000
Namibia,Cattle,Export Value,1968,1000 US$,104000
Namibia,Cattle,Export Value,1970,1000 US$,117000
Namibia,Cattle,Export Value,1971,1000 US$,136000
Namibia,Cattle,Export Value,1972,1000 US$,172000
Namibia,Cattle,Export Value,1973,1000 US$,180000
Namibia,Cattle,Export Value,1974,1000 US$,184000
Namibia,Cattle,Export Value,1975,1000 US$,100000
Namibia,Cattle,Export Value,1976,1000 US$,104000
Namibia,Cattle,Export Value,1981,1000 US$,136731
Netherlands,Cattle,Export Quantity,1961,Head,142100
Netherlands,Cattle,Export Quantity,1972,Head,115828
Netherlands,Cattle,Export Quantity,1974,Head,134052
Netherlands,Cattle,Export Quantity,1975,Head,246126
Netherlands,Cattle,Export Quantity,1976,Head,241605
Netherlands,Cattle,Export Quantity,1977,Head,210841
Netherlands,Cattle,Export Quantity,1978,Head,205716
Netherlands,Cattle,Export Quantity,1979,Head,218624
Netherlands,Cattle,Export Quantity,1980,Head,284566
Netherlands,Cattle,Export Quantity,1981,Head,303586
Netherlands,Cattle,Export Quantity,1982,Head,312224
Netherlands,Cattle,Export Quantity,1983,Head,313101
Netherlands,Cattle,Export Quantity,1984,Head,395346
Netherlands,Cattle,Export Quantity,1985,Head,380428
Netherlands,Cattle,Export Quantity,1986,Head,402821
Netherlands,Cattle,Export Quantity,1987,Head,360081
Netherlands,Cattle,Export Quantity,1988,Head,253847
Netherlands,Cattle,Export Quantity,1989,Head,192660
Netherlands,Cattle,Export Quantity,1990,Head,143354
Netherlands,Cattle,Export Quantity,1991,Head,132454
Netherlands,Cattle,Export Quantity,1992,Head,170876
Netherlands,Cattle,Export Quantity,1993,Head,138990
Netherlands,Cattle,Export Quantity,1994,Head,151567
Netherlands,Cattle,Export Quantity,2003,Head,105348
Netherlands,Cattle,Export Quantity,2004,Head,137019
Netherlands,Cattle,Export Quantity,2005,Head,204123
Netherlands,Cattle,Export Quantity,2006,Head,146332
Netherlands,Cattle,Export Quantity,2007,Head,149326
Netherlands,Cattle,Export Quantity,2008,Head,134988
Netherlands,Cattle,Export Quantity,2009,Head,238993
Netherlands,Cattle,Export Quantity,2010,Head,249716
Netherlands,Cattle,Export Quantity,2011,Head,375133
Netherlands,Cattle,Export Quantity,2012,Head,247096
Netherlands,Cattle,Export Quantity,2013,Head,243196
Netherlands,Cattle,Export Value,1980,1000 US$,106921
Netherlands,Cattle,Export Value,1986,1000 US$,103006
Netherlands,Cattle,Export Value,1987,1000 US$,112693
Netherlands,Cattle,Export Value,1992,1000 US$,112499
Netherlands,Cattle,Export Value,1993,1000 US$,107659
Netherlands,Cattle,Export Value,1994,1000 US$,119193
Netherlands,Cattle,Export Value,2005,1000 US$,126603
Netherlands,Cattle,Export Value,2006,1000 US$,122330
Netherlands,Cattle,Export Value,2007,1000 US$,126153
Netherlands,Cattle,Export Value,2009,1000 US$,176771
Netherlands,Cattle,Export Value,2010,1000 US$,212913
Netherlands,Cattle,Export Value,2011,1000 US$,262842
Netherlands,Cattle,Export Value,2012,1000 US$,203983
Netherlands,Cattle,Export Value,2013,1000 US$,265584
Nicaragua,Cattle,Export Quantity,1979,Head,300000
Nicaragua,Cattle,Export Quantity,2000,Head,101125
Nicaragua,Cattle,Export Quantity,2001,Head,112454
Nicaragua,Cattle,Export Quantity,2005,Head,102510
Niger,Cattle,Export Quantity,1961,Head,170000
Niger,Cattle,Export Quantity,1962,Head,196000
Niger,Cattle,Export Quantity,1963,Head,175000
Niger,Cattle,Export Quantity,1964,Head,170000
Niger,Cattle,Export Quantity,1965,Head,180000
Niger,Cattle,Export Quantity,1966,Head,174000
Niger,Cattle,Export Quantity,1967,Head,150000
Niger,Cattle,Export Quantity,1968,Head,165000
Niger,Cattle,Export Quantity,1969,Head,160000
Niger,Cattle,Export Quantity,1970,Head,202000
Niger,Cattle,Export Quantity,1971,Head,141930
Niger,Cattle,Export Quantity,1972,Head,184095
Niger,Cattle,Export Quantity,1973,Head,178900
Niger,Cattle,Export Quantity,1974,Head,130370
Niger,Cattle,Export Quantity,1975,Head,105000
Niger,Cattle,Export Quantity,1976,Head,150000
Niger,Cattle,Export Quantity,1977,Head,240000
Niger,Cattle,Export Quantity,1978,Head,215000
Niger,Cattle,Export Quantity,1979,Head,195000
Niger,Cattle,Export Quantity,1980,Head,175000
Niger,Cattle,Export Quantity,1981,Head,138560
Niger,Cattle,Export Quantity,1982,Head,160000
Niger,Cattle,Export Quantity,1984,Head,157889
Niger,Cattle,Export Quantity,1985,Head,105987
Niger,Cattle,Export Quantity,1989,Head,100000
Niger,Cattle,Export Quantity,1991,Head,110000
Niger,Cattle,Export Quantity,1996,Head,138411
Niger,Cattle,Export Quantity,2000,Head,136439
Niger,Cattle,Export Quantity,2001,Head,180016
Niger,Cattle,Export Quantity,2005,Head,101461
Niger,Cattle,Export Quantity,2006,Head,119792
Niger,Cattle,Export Quantity,2008,Head,147992
Niger,Cattle,Export Quantity,2009,Head,181504
Niger,Cattle,Export Quantity,2010,Head,405745
Niger,Cattle,Export Quantity,2011,Head,125457
Niger,Cattle,Export Quantity,2012,Head,103840
Poland,Cattle,Export Quantity,1965,Head,103774
Poland,Cattle,Export Quantity,1966,Head,108239
Poland,Cattle,Export Quantity,1967,Head,104856
Poland,Cattle,Export Quantity,1968,Head,137654
Poland,Cattle,Export Quantity,1969,Head,197900
Poland,Cattle,Export Quantity,1970,Head,253200
Poland,Cattle,Export Quantity,1971,Head,338100
Poland,Cattle,Export Quantity,1972,Head,309700
Poland,Cattle,Export Quantity,1973,Head,326576
Poland,Cattle,Export Quantity,1974,Head,321559
Poland,Cattle,Export Quantity,1975,Head,290426
Poland,Cattle,Export Quantity,1976,Head,124531
Poland,Cattle,Export Quantity,1977,Head,152906
Poland,Cattle,Export Quantity,1978,Head,208652
Poland,Cattle,Export Quantity,1979,Head,252882
Poland,Cattle,Export Quantity,1980,Head,261357
Poland,Cattle,Export Quantity,1981,Head,143538
Poland,Cattle,Export Quantity,1982,Head,230722
Poland,Cattle,Export Quantity,1983,Head,306727
Poland,Cattle,Export Quantity,1984,Head,292426
Poland,Cattle,Export Quantity,1985,Head,231465
Poland,Cattle,Export Quantity,1986,Head,303137
Poland,Cattle,Export Quantity,1987,Head,417811
Poland,Cattle,Export Quantity,1988,Head,563244
Poland,Cattle,Export Quantity,1989,Head,660493
Poland,Cattle,Export Quantity,1990,Head,722775
Poland,Cattle,Export Quantity,1991,Head,509922
Poland,Cattle,Export Quantity,1992,Head,350000
Poland,Cattle,Export Quantity,1993,Head,240542
Poland,Cattle,Export Quantity,1994,Head,353582
Poland,Cattle,Export Quantity,1995,Head,432219
Poland,Cattle,Export Quantity,1996,Head,347885
Poland,Cattle,Export Quantity,1997,Head,405634
Poland,Cattle,Export Quantity,1998,Head,519242
Poland,Cattle,Export Quantity,1999,Head,498688
Poland,Cattle,Export Quantity,2000,Head,593046
Poland,Cattle,Export Quantity,2001,Head,455548
Poland,Cattle,Export Quantity,2002,Head,659477
Poland,Cattle,Export Quantity,2003,Head,653022
Poland,Cattle,Export Quantity,2004,Head,639587
Poland,Cattle,Export Quantity,2005,Head,727855
Poland,Cattle,Export Quantity,2006,Head,894977
Poland,Cattle,Export Quantity,2007,Head,563367
Poland,Cattle,Export Quantity,2008,Head,442259
Poland,Cattle,Export Quantity,2009,Head,589101
Poland,Cattle,Export Quantity,2010,Head,405891
Poland,Cattle,Export Quantity,2011,Head,349397
Poland,Cattle,Export Quantity,2012,Head,304987
Poland,Cattle,Export Quantity,2013,Head,227303
Poland,Cattle,Export Value,1973,1000 US$,120895
Poland,Cattle,Export Value,1988,1000 US$,125603
Poland,Cattle,Export Value,1989,1000 US$,131509
Poland,Cattle,Export Value,1990,1000 US$,168971
Poland,Cattle,Export Value,1991,1000 US$,121052
Poland,Cattle,Export Value,1998,1000 US$,105841
Poland,Cattle,Export Value,2003,1000 US$,106742
Poland,Cattle,Export Value,2004,1000 US$,188274
Poland,Cattle,Export Value,2005,1000 US$,243284
Poland,Cattle,Export Value,2006,1000 US$,264983
Poland,Cattle,Export Value,2007,1000 US$,202192
Poland,Cattle,Export Value,2008,1000 US$,164335
Poland,Cattle,Export Value,2009,1000 US$,193570
Poland,Cattle,Export Value,2010,1000 US$,140602
Poland,Cattle,Export Value,2011,1000 US$,138605
Poland,Cattle,Export Value,2012,1000 US$,126270
Romania,Cattle,Export Quantity,1969,Head,109800
Romania,Cattle,Export Quantity,1970,Head,114000
Romania,Cattle,Export Quantity,1971,Head,132400
Romania,Cattle,Export Quantity,1972,Head,139900
Romania,Cattle,Export Quantity,1977,Head,103000
Romania,Cattle,Export Quantity,1987,Head,133900
Romania,Cattle,Export Quantity,1988,Head,100000
Romania,Cattle,Export Quantity,1997,Head,111991
Romania,Cattle,Export Quantity,1998,Head,185218
Romania,Cattle,Export Quantity,1999,Head,270000
Romania,Cattle,Export Quantity,2000,Head,191264
Romania,Cattle,Export Quantity,2002,Head,137425
Romania,Cattle,Export Quantity,2003,Head,151516
Romania,Cattle,Export Quantity,2004,Head,172421
Romania,Cattle,Export Quantity,2005,Head,153888
Romania,Cattle,Export Quantity,2006,Head,206674
Romania,Cattle,Export Quantity,2007,Head,317412
Romania,Cattle,Export Quantity,2008,Head,248637
Romania,Cattle,Export Quantity,2009,Head,220653
Romania,Cattle,Export Quantity,2010,Head,279772
Romania,Cattle,Export Quantity,2011,Head,255218
Romania,Cattle,Export Quantity,2012,Head,304367
Romania,Cattle,Export Quantity,2013,Head,278535
Romania,Cattle,Export Value,2007,1000 US$,125152
Romania,Cattle,Export Value,2008,1000 US$,120040
Romania,Cattle,Export Value,2009,1000 US$,102990
Romania,Cattle,Export Value,2010,1000 US$,130875
Romania,Cattle,Export Value,2011,1000 US$,140166
Romania,Cattle,Export Value,2012,1000 US$,183389
Romania,Cattle,Export Value,2013,1000 US$,174510
Slovakia,Cattle,Export Quantity,1993,Head,110000
Slovakia,Cattle,Export Quantity,2010,Head,111127
Slovenia,Cattle,Export Value,2013,1000 US$,102208
Somalia,Cattle,Export Quantity,1981,Head,115600
Somalia,Cattle,Export Quantity,1982,Head,157000
Somalia,Cattle,Export Quantity,1998,Head,121705
Somalia,Cattle,Export Quantity,1999,Head,128553
Somalia,Cattle,Export Quantity,2005,Head,141996
Somalia,Cattle,Export Quantity,2006,Head,108687
Somalia,Cattle,Export Quantity,2007,Head,163756
Somalia,Cattle,Export Quantity,2008,Head,105223
Somalia,Cattle,Export Quantity,2009,Head,140855
Somalia,Cattle,Export Quantity,2010,Head,100000
Somalia,Cattle,Export Quantity,2011,Head,223198
Somalia,Cattle,Export Quantity,2012,Head,230204
Somalia,Cattle,Export Quantity,2013,Head,491072
Spain,Cattle,Export Quantity,1998,Head,114385
Spain,Cattle,Export Quantity,1999,Head,111098
Spain,Cattle,Export Quantity,2000,Head,129570
Spain,Cattle,Export Quantity,2001,Head,105827
Spain,Cattle,Export Quantity,2004,Head,117955
Spain,Cattle,Export Quantity,2005,Head,133872
Spain,Cattle,Export Quantity,2006,Head,117918
Spain,Cattle,Export Quantity,2008,Head,117468
Spain,Cattle,Export Quantity,2010,Head,181390
Spain,Cattle,Export Quantity,2011,Head,124380
Spain,Cattle,Export Quantity,2012,Head,183739
Spain,Cattle,Export Quantity,2013,Head,195446
Spain,Cattle,Export Value,1995,1000 US$,115711
Spain,Cattle,Export Value,1996,1000 US$,107763
Spain,Cattle,Export Value,2004,1000 US$,103169
Spain,Cattle,Export Value,2010,1000 US$,115746
Spain,Cattle,Export Value,2011,1000 US$,126875
Spain,Cattle,Export Value,2012,1000 US$,223514
Spain,Cattle,Export Value,2013,1000 US$,187363
Thailand,Cattle,Export Quantity,2008,Head,134651
Thailand,Cattle,Export Quantity,2009,Head,260483
Thailand,Cattle,Export Quantity,2010,Head,227623
Thailand,Cattle,Export Quantity,2011,Head,127455
Thailand,Cattle,Export Quantity,2012,Head,169389
Thailand,Cattle,Export Quantity,2013,Head,333947
Turkey,Cattle,Export Quantity,1962,Head,132600
Turkey,Cattle,Export Quantity,1963,Head,123500
Turkey,Cattle,Export Quantity,1965,Head,104620
Turkey,Cattle,Export Quantity,1982,Head,102572
Ukraine,Cattle,Export Quantity,1995,Head,213000
Ukraine,Cattle,Export Value,1995,1000 US$,106000
United Kingdom,Cattle,Export Quantity,1961,Head,188476
United Kingdom,Cattle,Export Quantity,1962,Head,122289
United Kingdom,Cattle,Export Quantity,1963,Head,164414
United Kingdom,Cattle,Export Quantity,1964,Head,306087
United Kingdom,Cattle,Export Quantity,1965,Head,324646
United Kingdom,Cattle,Export Quantity,1966,Head,172286
United Kingdom,Cattle,Export Quantity,1967,Head,279670
United Kingdom,Cattle,Export Quantity,1968,Head,160688
United Kingdom,Cattle,Export Quantity,1969,Head,204458
United Kingdom,Cattle,Export Quantity,1970,Head,232327
United Kingdom,Cattle,Export Quantity,1971,Head,123426
United Kingdom,Cattle,Export Quantity,1972,Head,191929
United Kingdom,Cattle,Export Quantity,1973,Head,174838
United Kingdom,Cattle,Export Quantity,1975,Head,210799
United Kingdom,Cattle,Export Quantity,1976,Head,297353
United Kingdom,Cattle,Export Quantity,1977,Head,511248
United Kingdom,Cattle,Export Quantity,1978,Head,521509
United Kingdom,Cattle,Export Quantity,1979,Head,506491
United Kingdom,Cattle,Export Quantity,1980,Head,363000
United Kingdom,Cattle,Export Quantity,1981,Head,320648
United Kingdom,Cattle,Export Quantity,1982,Head,287459
United Kingdom,Cattle,Export Quantity,1983,Head,240170
United Kingdom,Cattle,Export Quantity,1984,Head,233595
United Kingdom,Cattle,Export Quantity,1985,Head,173033
United Kingdom,Cattle,Export Quantity,1986,Head,213464
United Kingdom,Cattle,Export Quantity,1987,Head,386717
United Kingdom,Cattle,Export Quantity,1988,Head,266893
United Kingdom,Cattle,Export Quantity,1989,Head,329517
United Kingdom,Cattle,Export Quantity,1990,Head,351501
United Kingdom,Cattle,Export Quantity,1991,Head,399990
United Kingdom,Cattle,Export Quantity,1992,Head,429129
United Kingdom,Cattle,Export Quantity,1993,Head,424589
United Kingdom,Cattle,Export Quantity,1994,Head,468715
United Kingdom,Cattle,Export Quantity,1995,Head,392157
United Kingdom,Cattle,Export Value,1977,1000 US$,112519
United Kingdom,Cattle,Export Value,1978,1000 US$,145258
United Kingdom,Cattle,Export Value,1979,1000 US$,193838
United Kingdom,Cattle,Export Value,1980,1000 US$,121952
United Kingdom,Cattle,Export Value,1981,1000 US$,113333
United Kingdom,Cattle,Export Value,1992,1000 US$,110444
United Kingdom,Cattle,Export Value,1993,1000 US$,126217
United Kingdom,Cattle,Export Value,1994,1000 US$,133119
United Kingdom,Cattle,Export Value,1995,1000 US$,103027
United States of America,Cattle,Export Quantity,1972,Head,103900
United States of America,Cattle,Export Quantity,1973,Head,272774
United States of America,Cattle,Export Quantity,1974,Head,204695
United States of America,Cattle,Export Quantity,1975,Head,196677
United States of America,Cattle,Export Quantity,1976,Head,205682
United States of America,Cattle,Export Quantity,1977,Head,107574
United States of America,Cattle,Export Quantity,1978,Head,122573
United States of America,Cattle,Export Quantity,1985,Head,124953
United States of America,Cattle,Export Quantity,1986,Head,107175
United States of America,Cattle,Export Quantity,1987,Head,130954
United States of America,Cattle,Export Quantity,1988,Head,360488
United States of America,Cattle,Export Quantity,1989,Head,169914
United States of America,Cattle,Export Quantity,1990,Head,119991
United States of America,Cattle,Export Quantity,1991,Head,312509
United States of America,Cattle,Export Quantity,1992,Head,322257
United States of America,Cattle,Export Quantity,1993,Head,153460
United States of America,Cattle,Export Quantity,1994,Head,232356
United States of America,Cattle,Export Quantity,1996,Head,174459
United States of America,Cattle,Export Quantity,1997,Head,282481
United States of America,Cattle,Export Quantity,1998,Head,285336
United States of America,Cattle,Export Quantity,1999,Head,329437
United States of America,Cattle,Export Quantity,2000,Head,481584
United States of America,Cattle,Export Quantity,2001,Head,679190
United States of America,Cattle,Export Quantity,2002,Head,243394
United States of America,Cattle,Export Quantity,2003,Head,100944
United States of America,Cattle,Export Quantity,2008,Head,107555
United States of America,Cattle,Export Quantity,2011,Head,191024
United States of America,Cattle,Export Quantity,2012,Head,191404
United States of America,Cattle,Export Quantity,2013,Head,164770
United States of America,Cattle,Export Value,1973,1000 US$,126187
United States of America,Cattle,Export Value,1974,1000 US$,110099
United States of America,Cattle,Export Value,1985,1000 US$,122824
United States of America,Cattle,Export Value,1986,1000 US$,109890
United States of America,Cattle,Export Value,1987,1000 US$,105431
United States of America,Cattle,Export Value,1988,1000 US$,202085
United States of America,Cattle,Export Value,1989,1000 US$,108939
United States of America,Cattle,Export Value,1991,1000 US$,187770
United States of America,Cattle,Export Value,1992,1000 US$,193842
United States of America,Cattle,Export Value,1993,1000 US$,124056
United States of America,Cattle,Export Value,1994,1000 US$,186603
United States of America,Cattle,Export Value,1996,1000 US$,113364
United States of America,Cattle,Export Value,1997,1000 US$,176848
United States of America,Cattle,Export Value,1998,1000 US$,162906
United States of America,Cattle,Export Value,1999,1000 US$,174068
United States of America,Cattle,Export Value,2000,1000 US$,271727
United States of America,Cattle,Export Value,2001,1000 US$,270798
United States of America,Cattle,Export Value,2002,1000 US$,130844
United States of America,Cattle,Export Value,2008,1000 US$,108238
United States of America,Cattle,Export Value,2010,1000 US$,131926
United States of America,Cattle,Export Value,2011,1000 US$,377827
United States of America,Cattle,Export Value,2012,1000 US$,403432
United States of America,Cattle,Export Value,2013,1000 US$,280808
Uruguay,Cattle,Export Quantity,1983,Head,117913
Uruguay,Cattle,Export Quantity,1989,Head,123530
Uruguay,Cattle,Export Quantity,1994,Head,130003
Uruguay,Cattle,Export Quantity,1995,Head,213010
Uruguay,Cattle,Export Quantity,1997,Head,101182
Uruguay,Cattle,Export Quantity,1998,Head,125620
Uruguay,Cattle,Export Quantity,2008,Head,167293
Uruguay,Cattle,Export Quantity,2009,Head,185127
Uruguay,Cattle,Export Quantity,2010,Head,385157
Uruguay,Cattle,Export Quantity,2011,Head,187602
Uruguay,Cattle,Export Quantity,2012,Head,189167
Uruguay,Cattle,Export Value,2010,1000 US$,137929
Yugoslav SFR,Cattle,Export Quantity,1961,Head,149620
Yugoslav SFR,Cattle,Export Quantity,1967,Head,102046
Yugoslav SFR,Cattle,Export Quantity,1968,Head,170290
Yugoslav SFR,Cattle,Export Quantity,1969,Head,115017
Yugoslav SFR,Cattle,Export Quantity,1971,Head,126059
Yugoslav SFR,Cattle,Export Quantity,1972,Head,170467
Yugoslav SFR,Cattle,Export Quantity,1981,Head,135000
Yugoslav SFR,Cattle,Export Quantity,1982,Head,118000
Yugoslav SFR,Cattle,Export Quantity,1984,Head,113549
Yugoslav SFR,Cattle,Export Quantity,1985,Head,116000
Yugoslav SFR,Cattle,Export Quantity,1986,Head,163000
Yugoslav SFR,Cattle,Export Quantity,1987,Head,288000
Yugoslav SFR,Cattle,Export Quantity,1988,Head,226481
Yugoslav SFR,Cattle,Export Quantity,1989,Head,217178
Yugoslav SFR,Cattle,Export Quantity,1990,Head,149767
Yugoslav SFR,Cattle,Export Quantity,1991,Head,131745
Yugoslav SFR,Cattle,Export Value,1987,1000 US$,125269
Yugoslav SFR,Cattle,Export Value,1988,1000 US$,146178
Yugoslav SFR,Cattle,Export Value,1989,1000 US$,141080
Yugoslav SFR,Cattle,Export Value,1990,1000 US$,116518
Yugoslav SFR,Cattle,Export Value,1991,1000 US$,108000
EU(12)ex.int,Cattle,Export Quantity,1986,Head,197770
EU(12)ex.int,Cattle,Export Quantity,1987,Head,167602
EU(12)ex.int,Cattle,Export Quantity,1988,Head,120220
EU(12)ex.int,Cattle,Export Quantity,1989,Head,112212
EU(12)ex.int,Cattle,Export Quantity,1990,Head,118464
EU(12)ex.int,Cattle,Export Quantity,1991,Head,319804
EU(12)ex.int,Cattle,Export Quantity,1992,Head,328815
EU(12)ex.int,Cattle,Export Quantity,1993,Head,464823
EU(12)ex.int,Cattle,Export Quantity,1994,Head,496929
EU(12)ex.int,Cattle,Export Quantity,1995,Head,636957
EU(12)ex.int,Cattle,Export Quantity,1996,Head,491945
EU(12)ex.int,Cattle,Export Quantity,1997,Head,279684
EU(12)ex.int,Cattle,Export Quantity,1998,Head,266350
EU(12)ex.int,Cattle,Export Quantity,1999,Head,342527
EU(12)ex.int,Cattle,Export Quantity,2000,Head,340524
EU(12)ex.int,Cattle,Export Quantity,2001,Head,201181
EU(12)ex.int,Cattle,Export Quantity,2002,Head,268609
EU(12)ex.int,Cattle,Export Quantity,2003,Head,234924
EU(12)ex.int,Cattle,Export Quantity,2004,Head,263470
EU(12)ex.int,Cattle,Export Quantity,2005,Head,189891
EU(12)ex.int,Cattle,Export Quantity,2006,Head,129319
EU(12)ex.int,Cattle,Export Quantity,2007,Head,122952
EU(12)ex.int,Cattle,Export Quantity,2009,Head,126032
EU(12)ex.int,Cattle,Export Quantity,2010,Head,238797
EU(12)ex.int,Cattle,Export Quantity,2011,Head,372164
EU(12)ex.int,Cattle,Export Quantity,2012,Head,351125
EU(12)ex.int,Cattle,Export Quantity,2013,Head,259365
EU(12)ex.int,Cattle,Export Value,1986,1000 US$,131598
EU(12)ex.int,Cattle,Export Value,1987,1000 US$,130435
EU(12)ex.int,Cattle,Export Value,1990,1000 US$,117457
EU(12)ex.int,Cattle,Export Value,1991,1000 US$,174648
EU(12)ex.int,Cattle,Export Value,1992,1000 US$,177740
EU(12)ex.int,Cattle,Export Value,1993,1000 US$,251551
EU(12)ex.int,Cattle,Export Value,1994,1000 US$,316856
EU(12)ex.int,Cattle,Export Value,1995,1000 US$,480919
EU(12)ex.int,Cattle,Export Value,1996,1000 US$,373398
EU(12)ex.int,Cattle,Export Value,1997,1000 US$,210513
EU(12)ex.int,Cattle,Export Value,1998,1000 US$,228576
EU(12)ex.int,Cattle,Export Value,1999,1000 US$,234456
EU(12)ex.int,Cattle,Export Value,2000,1000 US$,228552
EU(12)ex.int,Cattle,Export Value,2001,1000 US$,107627
EU(12)ex.int,Cattle,Export Value,2002,1000 US$,159567
EU(12)ex.int,Cattle,Export Value,2003,1000 US$,163811
EU(12)ex.int,Cattle,Export Value,2004,1000 US$,230787
EU(12)ex.int,Cattle,Export Value,2005,1000 US$,209574
EU(12)ex.int,Cattle,Export Value,2006,1000 US$,201838
EU(12)ex.int,Cattle,Export Value,2007,1000 US$,247579
EU(12)ex.int,Cattle,Export Value,2008,1000 US$,171507
EU(12)ex.int,Cattle,Export Value,2009,1000 US$,211043
EU(12)ex.int,Cattle,Export Value,2010,1000 US$,371025
EU(12)ex.int,Cattle,Export Value,2011,1000 US$,690068
